"Propeller_Name";"Blade_Name";"Propeller_Brand";"Number of Blades";"Propeller_Diameter";"Propeller_Pitch";"Advanced_Ratio_Input";"RPM_Rotation_Input";"Thrust_Coefficient_Output";"Power_Coefficient_Output";"Efficiency_Output"
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.653;5000;0.0361;0.0359;0.657
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.685;5000;0.0302;0.0325;0.637
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.712;5000;0.0252;0.0295;0.609
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.736;5000;0.0211;0.0269;0.576
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.764;5000;0.0157;0.0236;0.509
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.789;5000;0.0111;0.0206;0.427
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.817;5000;0.0059;0.0169;0.284
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.842;5000;0.0012;0.0135;0.076
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.87;5000;-0.004;0.0098;-0.355
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.895;5000;-0.0083;0.0061;-1.212
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.09;5989;0.118;0.0548;0.193
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.107;5989;0.1173;0.0548;0.228
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.13;5989;0.1165;0.0555;0.273
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.156;5989;0.1146;0.056;0.319
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.174;5989;0.1134;0.0564;0.351
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.197;5989;0.1117;0.0568;0.387
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.218;5989;0.1097;0.0571;0.419
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.243;5989;0.1075;0.0574;0.454
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.265;5989;0.1058;0.0579;0.484
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.285;5989;0.1035;0.0578;0.509
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.309;5989;0.1013;0.0582;0.537
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.33;5989;0.0987;0.0582;0.56
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.353;5989;0.0965;0.0585;0.584
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.372;5989;0.0938;0.0581;0.601
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.397;5989;0.0908;0.0579;0.622
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.413;5989;0.088;0.0573;0.635
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.435;5989;0.0848;0.0568;0.649
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.373;6002;0.0933;0.058;0.601
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.396;6002;0.0904;0.0578;0.62
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.417;6002;0.0877;0.0574;0.637
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.438;6002;0.0844;0.0568;0.651
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.462;6002;0.0803;0.0558;0.664
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.479;6002;0.0773;0.055;0.673
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.501;6002;0.0731;0.0536;0.682
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.527;6002;0.0676;0.0515;0.691
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.549;6002;0.0629;0.0496;0.696
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.567;6002;0.0587;0.0477;0.698
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.594;6002;0.0526;0.0447;0.699
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.61;6002;0.0494;0.0432;0.698
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.638;6002;0.0432;0.0399;0.691
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.655;6002;0.0397;0.038;0.684
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.68;6002;0.0348;0.0352;0.671
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.703;6002;0.0305;0.0328;0.654
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.723;6002;0.0267;0.0307;0.629
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.744;6002;0.0226;0.0281;0.597
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.766;6002;0.0184;0.0255;0.555
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.789;6002;0.0139;0.0224;0.491
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.81;6002;0.0099;0.0195;0.41
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.832;6002;0.0058;0.0166;0.289
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.852;6002;0.002;0.0137;0.125
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.876;6002;-0.0026;0.0102;-0.219
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.131;4003;0.1076;0.0575;0.245
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.164;4003;0.1065;0.0578;0.302
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.198;4003;0.1049;0.0578;0.359
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.23;4003;0.1042;0.0577;0.416
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.264;4003;0.1007;0.058;0.459
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.296;4003;0.097;0.0581;0.494
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.33;4003;0.092;0.0577;0.527
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.365;4003;0.086;0.0566;0.554
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.396;4003;0.0807;0.0554;0.576
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.43;4003;0.0736;0.0534;0.593
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.464;4003;0.0673;0.0512;0.611
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.496;4003;0.0612;0.0486;0.624
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.524;4003;0.0556;0.0462;0.631
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.555;4003;0.0498;0.0435;0.636
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.59;4003;0.0437;0.0402;0.642
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.625;4003;0.0375;0.0369;0.635
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.654;4003;0.0323;0.0339;0.623
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.173;3013;0.1055;0.0631;0.289
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.217;3013;0.1041;0.0632;0.358
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.264;3013;0.1011;0.0634;0.421
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.306;3013;0.0968;0.0632;0.469
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.349;3013;0.0911;0.0627;0.507
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.395;3013;0.0836;0.0609;0.541
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.44;3013;0.0766;0.059;0.571
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.477;3013;0.0709;0.0571;0.593
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.524;3013;0.0623;0.0535;0.61
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.561;3013;0.056;0.0506;0.622
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.611;3013;0.0473;0.046;0.628
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.664;3013;0.0386;0.0406;0.631
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.689;3013;0.0344;0.038;0.624
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.742;3013;0.0253;0.0316;0.594
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.79;3013;0.0165;0.0259;0.503
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.838;3013;0.008;0.0198;0.341
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.884;3013;-0.001;0.0133;-0.066
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.131;3996;0.1158;0.0618;0.246
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.168;3996;0.1135;0.0628;0.304
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.197;3996;0.1109;0.0624;0.35
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.231;3996;0.1115;0.0631;0.407
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.264;3996;0.1086;0.0636;0.451
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.298;3996;0.1056;0.0639;0.493
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.329;3996;0.1028;0.0644;0.526
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.362;3996;0.0989;0.0645;0.556
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.393;3996;0.0944;0.0638;0.582
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.43;3996;0.0888;0.0628;0.608
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.458;3996;0.0834;0.0615;0.621
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.492;3996;0.0768;0.0594;0.636
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.523;3996;0.0704;0.0571;0.645
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.555;3996;0.0634;0.0541;0.651
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.59;3996;0.0567;0.0508;0.659
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.621;3996;0.0507;0.0477;0.661
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.654;3996;0.0448;0.0441;0.663
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.554;3997;0.0633;0.054;0.649
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.591;3997;0.0564;0.0506;0.658
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.622;3997;0.0502;0.0474;0.659
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.654;3997;0.0448;0.0442;0.663
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.688;3997;0.0384;0.0401;0.658
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.721;3997;0.0328;0.0365;0.646
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.753;3997;0.0268;0.033;0.611
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.792;3997;0.0196;0.0281;0.552
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.822;3997;0.0137;0.024;0.469
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.855;3997;0.008;0.0197;0.345
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.89;3997;0.0013;0.0143;0.078
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.922;3997;-0.0051;0.0094;-0.497
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.946;3997;-0.0093;0.0058;-1.515
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.101;4998;0.1208;0.06;0.203
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.135;4998;0.1195;0.0606;0.266
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.158;4998;0.1181;0.0611;0.305
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.183;4998;0.1168;0.0616;0.347
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.209;4998;0.1153;0.0622;0.388
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.238;4998;0.1134;0.0628;0.429
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.264;4998;0.1109;0.0631;0.465
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.292;4998;0.1087;0.0636;0.499
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.315;4998;0.1064;0.0639;0.525
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.343;4998;0.1033;0.0638;0.555
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.366;4998;0.1007;0.0639;0.577
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.397;4998;0.0977;0.0641;0.605
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.418;4998;0.0947;0.0639;0.62
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.444;4998;0.0913;0.0635;0.639
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.469;4998;0.087;0.0626;0.651
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.496;4998;0.0819;0.0611;0.665
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.523;4998;0.0769;0.0596;0.674
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.444;5001;0.0907;0.0632;0.638
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.476;5001;0.0854;0.0621;0.654
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.501;5001;0.081;0.0607;0.668
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.525;5001;0.0764;0.0594;0.675
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.552;5001;0.0706;0.0572;0.683
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.575;5001;0.0659;0.0551;0.688
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.599;5001;0.0603;0.0523;0.691
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.627;5001;0.0546;0.0495;0.692
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.653;5001;0.0493;0.0465;0.693
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.68;5001;0.044;0.0434;0.689
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.708;5001;0.0397;0.0408;0.688
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.732;5001;0.0347;0.0378;0.672
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.763;5001;0.0283;0.034;0.634
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.789;5001;0.0233;0.0306;0.601
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.817;5001;0.0179;0.0268;0.546
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.842;5001;0.0133;0.0234;0.481
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.867;5001;0.0086;0.0196;0.378
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.895;5001;0.0032;0.0157;0.181
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.921;5001;-0.0018;0.0117;-0.142
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.946;5001;-0.0068;0.0075;-0.849
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.087;5994;0.1236;0.0592;0.182
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.108;5994;0.1227;0.0597;0.222
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.129;5994;0.1213;0.06;0.261
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.153;5994;0.1207;0.0609;0.303
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.176;5994;0.1188;0.0612;0.342
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.195;5994;0.1178;0.0616;0.372
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.223;5994;0.1157;0.0623;0.414
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.242;5994;0.1145;0.0627;0.441
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.264;5994;0.1127;0.0632;0.471
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.286;5994;0.1108;0.0636;0.497
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.309;5994;0.1083;0.0636;0.526
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.332;5994;0.1063;0.0641;0.55
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.353;5994;0.1041;0.0641;0.573
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.373;5994;0.1019;0.0642;0.592
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.394;5994;0.0996;0.0643;0.611
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.416;5994;0.097;0.0642;0.628
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.44;5994;0.0938;0.0639;0.647
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.371;6011;0.1022;0.0643;0.589
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.393;6011;0.0995;0.0642;0.609
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.415;6011;0.0968;0.064;0.627
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.438;6011;0.094;0.0638;0.645
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.457;6011;0.0914;0.0635;0.658
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.479;6011;0.0884;0.063;0.672
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.504;6011;0.0844;0.0621;0.685
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.522;6011;0.0815;0.0613;0.694
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.551;6011;0.0764;0.0597;0.705
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.569;6011;0.0726;0.0581;0.711
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.588;6011;0.0686;0.0564;0.715
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.614;6011;0.063;0.0538;0.72
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.633;6011;0.059;0.0518;0.722
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.658;6011;0.0535;0.0487;0.722
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.675;6011;0.0501;0.0468;0.723
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.701;6011;0.045;0.0439;0.719
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.719;6011;0.0416;0.0422;0.708
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.744;6011;0.036;0.0388;0.69
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.762;6011;0.0325;0.0366;0.676
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.789;6011;0.027;0.0329;0.649
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.806;6011;0.0238;0.0307;0.625
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.831;6011;0.0188;0.0272;0.575
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.849;6011;0.0154;0.0246;0.533
"apcsp 11.0x8.0 - 2";"apcsp 11.0x8.0";"apcsp";2;11.0;8;0.877;6011;0.01;0.0205;0.43
"apcsp 11.0x9.0 - 2";"apcsp 11.0x9.0";"apcsp";2;11.0;9;0.176;3011;0.1094;0.0728;0.264
"apcsp 11.0x9.0 - 2";"apcsp 11.0x9.0";"apcsp";2;11.0;9;0.215;3011;0.1087;0.0726;0.323
"apcsp 11.0x9.0 - 2";"apcsp 11.0x9.0";"apcsp";2;11.0;9;0.259;3011;0.1072;0.0727;0.381
"apcsp 11.0x9.0 - 2";"apcsp 11.0x9.0";"apcsp";2;11.0;9;0.308;3011;0.1055;0.0732;0.444
"apcsp 11.0x9.0 - 2";"apcsp 11.0x9.0";"apcsp";2;11.0;9;0.354;3011;0.1027;0.0732;0.496
"apcsp 11.0x9.0 - 2";"apcsp 11.0x9.0";"apcsp";2;11.0;9;0.397;3011;0.0997;0.0732;0.541
"apcsp 11.0x9.0 - 2";"apcsp 11.0x9.0";"apcsp";2;11.0;9;0.44;3011;0.0959;0.0726;0.581
"apcsp 11.0x9.0 - 2";"apcsp 11.0x9.0";"apcsp";2;11.0;9;0.479;3011;0.0918;0.0718;0.612
"apcsp 11.0x9.0 - 2";"apcsp 11.0x9.0";"apcsp";2;11.0;9;0.517;3011;0.0861;0.0703;0.633
"apcsp 11.0x9.0 - 2";"apcsp 11.0x9.0";"apcsp";2;11.0;9;0.576;3011;0.0743;0.0653;0.656
"apcsp 11.0x9.0 - 2";"apcsp 11.0x9.0";"apcsp";2;11.0;9;0.61;3011;0.0682;0.0625;0.666
"apcsp 11.0x9.0 - 2";"apcsp 11.0x9.0";"apcsp";2;11.0;9;0.654;3011;0.0584;0.057;0.67
"apcsp 11.0x9.0 - 2";"apcsp 11.0x9.0";"apcsp";2;11.0;9;0.686;3011;0.0524;0.0534;0.673
"apcsp 11.0x9.0 - 2";"apcsp 11.0x9.0";"apcsp";2;11.0;9;0.742;3011;0.0422;0.0466;0.673
